alert_id,fecha_alerta,id_cliente,provincia,bloque_analitico,categoria_h,familia,familia_comercial,tipo_alerta,motivo,segment_or_pattern,loyalty_tier,trend,prioridad,score,expected_impact_eur,urgency_factor,conversion_probability,canal_recomendado,contact_window_days,trace_features,holiday_period,campaign_active,campaign_name
ALT-20251229-000359,2025-12-29,31442,Barcelona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€2,385/año en histórico, sin compra 173d",systematic_silent,,declining,Medium,1842.6941952176578,2385.0474512568976,1.0,0.7726027397260273,delegado,30,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 173.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 934.8408000000002, ""mean_interpurchase_days"": 67.95833333333333, ""lifetime_volume"": 10657.5682, ""conversion_probability"": 0.7726027397260273}",True,False,
ALT-20251229-000360,2025-12-29,1000067605,Valencia,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),churn_risk,"Cliente sistemático deteriorándose: €925 vs esperado €1,805",systematic_deterioration,,declining,High,1839.7974663999998,3521.143476363636,0.95,0.55,delegado,7,"{""pattern"": ""systematic_deterioration"", ""trend"": ""declining"", ""recency_days"": 59.0, ""frequency_recent"": 1, ""frequency_baseline"": 8, ""volume_recent"": 925.1068, ""expected_vol_recent"": 1805.392669090909, ""mean_interpurchase_days"": 76.07142857142857, ""lifetime_volume"": 11703.4394, ""conversion_probability"": 0.55}",True,False,
ALT-20251229-000361,2025-12-29,1000070938,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Caída sostenida: €4,177→€1,063",churn_risk_dropping,loyal,declining,High,1821.433302,3113.5611999999996,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.3117403314917127, ""potencial_h"": 3410.04, ""volume_eur_current"": 1063.047, ""volume_eur_baseline"": 4176.6082, ""recency_days"": 94.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000362,2025-12-29,1000082343,Pontevedra,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 22% del potencial; €3,550 de demanda desviada a competencia",promiscuous,near_loyal,improving,High,1816.193029512431,3549.7386,0.7,0.7309162062615101,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""improving"", ""share_of_potential"": 0.21927486187845302, ""potencial_h"": 4546.72, ""volume_eur_current"": 996.9814, ""volume_eur_baseline"": 764.3073999999999, ""recency_days"": 32.0, ""conversion_probability"": 0.7309162062615101}",True,False,
ALT-20251229-000363,2025-12-29,37652,Toledo,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€2,388/año en histórico, sin compra 179d",systematic_silent,,declining,Medium,1805.848295035461,2388.168940898345,1.0,0.7561643835616438,delegado,30,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 179.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 441.04440000000005, ""mean_interpurchase_days"": 57.68181818181818, ""lifetime_volume"": 8302.9764, ""conversion_probability"": 0.7561643835616438}",True,False,
ALT-20251229-000364,2025-12-29,1000079135,Sevilla,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€4,367/año en histórico, sin compra 263d",systematic_silent,,declining,Medium,1774.6290191722915,4366.5955799207395,0.7726027397260273,0.526027397260274,delegado,30,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 263.0, ""frequency_recent"": 0, ""frequency_baseline"": 1, ""volume_recent"": 0.0, ""expected_vol_recent"": 571.0718, ""mean_interpurchase_days"": 58.23076923076923, ""lifetime_volume"": 18112.3992, ""conversion_probability"": 0.526027397260274}",True,False,
ALT-20251229-000365,2025-12-29,1000100385,Cuenca,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Caída sostenida: €3,601→€573",churn_risk_dropping,near_loyal,declining,High,1771.3043010000001,3027.8706,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.257909604519774, ""potencial_h"": 2223.12, ""volume_eur_current"": 573.364, ""volume_eur_baseline"": 3601.2346000000002, ""recency_days"": 335.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000366,2025-12-29,1000101326,Tarragona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€2,138/año en histórico, sin compra 153d",systematic_silent,,declining,Medium,1768.6559935999999,2137.614032,1.0,0.8273972602739725,delegado,30,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 153.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 301.5342, ""mean_interpurchase_days"": 83.33333333333333, ""lifetime_volume"": 1464.1192, ""conversion_probability"": 0.8273972602739725}",True,False,
ALT-20251229-000367,2025-12-29,42645,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 21% del potencial; €3,593 de demanda desviada a competencia",promiscuous,near_loyal,declining,High,1757.9518584627074,3593.4474,0.7,0.6988720073664826,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.20966160220994476, ""potencial_h"": 4546.72, ""volume_eur_current"": 953.2726000000001, ""volume_eur_baseline"": 1386.2472, ""recency_days"": 19.0, ""conversion_probability"": 0.6988720073664826}",True,False,
ALT-20251229-000368,2025-12-29,1000101575,A Coruña,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€5,770/año en histórico, sin compra 294d",systematic_silent,,declining,High,1750.0911677466381,5769.614605504587,0.6876712328767123,0.44109589041095887,delegado,7,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 294.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 537.4738, ""mean_interpurchase_days"": 54.5, ""lifetime_volume"": 1722.9808, ""conversion_probability"": 0.44109589041095887}",True,False,
ALT-20251229-000369,2025-12-29,42819,Valladolid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 16% del potencial; €4,797 de demanda desviada a competencia",promiscuous,moderate,new,High,1746.3842468320443,4796.5698,0.7,0.5201289134438306,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.15603867403314917, ""potencial_h"": 5683.400000000001, ""volume_eur_current"": 886.8302000000001, ""volume_eur_baseline"": 0.0, ""recency_days"": 42.0, ""conversion_probability"": 0.5201289134438306}",True,False,
ALT-20251229-000370,2025-12-29,1000065974,Vizcaya,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €11,576 en período baseline",occasional_silent,,declining,Medium,1736.36034,11575.7356,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 182.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 5674.451000000001, ""mean_interpurchase_days"": 209.42857142857142, ""lifetime_volume"": 67354.7584, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-000371,2025-12-29,36494,Asturias,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Caída sostenida: €5,675→€2,713",churn_risk_dropping,loyal,declining,High,1733.0967809999997,2962.5585999999994,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.7954604051565378, ""potencial_h"": 3410.04, ""volume_eur_current"": 2712.5518, ""volume_eur_baseline"": 5675.1104, ""recency_days"": 33.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000372,2025-12-29,5584,Cantabria,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 21% del potencial; €3,613 de demanda desviada a competencia",promiscuous,near_loyal,new,High,1731.6820976592999,3612.6956,0.7,0.6847605893186003,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""new"", ""share_of_potential"": 0.2054281767955801, ""potencial_h"": 4546.72, ""volume_eur_current"": 934.0244, ""volume_eur_baseline"": 0.0, ""recency_days"": 326.0, ""conversion_probability"": 0.6847605893186003}",True,False,
ALT-20251229-000373,2025-12-29,1000100634,Gipúzkoa,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€7,762/año en histórico, sin compra 322d",systematic_silent,,declining,High,1728.0844356763466,7762.367205333333,0.6109589041095891,0.36438356164383556,delegado,7,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 322.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 918.7326, ""mean_interpurchase_days"": 46.875, ""lifetime_volume"": 7975.0348, ""conversion_probability"": 0.36438356164383556}",True,False,
ALT-20251229-000374,2025-12-29,1000081769,Las Palmas,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €11,520 en período baseline",occasional_silent,,declining,Medium,1727.9577000000002,11519.718,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 115.0, ""frequency_recent"": 0, ""frequency_baseline"": 3, ""volume_recent"": 0.0, ""expected_vol_recent"": 3770.0895272727275, ""mean_interpurchase_days"": 119.25, ""lifetime_volume"": 16037.2674, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-000375,2025-12-29,41482,Ciudad Real,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€4,315/año en histórico, sin compra 265d",systematic_silent,,declining,Medium,1723.282797129811,4315.49531292517,0.7671232876712328,0.5205479452054795,delegado,30,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 265.0, ""frequency_recent"": 0, ""frequency_baseline"": 2, ""volume_recent"": 0.0, ""expected_vol_recent"": 724.1468000000002, ""mean_interpurchase_days"": 56.0, ""lifetime_volume"": 13904.1712, ""conversion_probability"": 0.5205479452054795}",True,False,
ALT-20251229-000376,2025-12-29,28873,Albacete,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 20% del potencial; €3,630 de demanda desviada a competencia",promiscuous,near_loyal,declining,High,1707.4387101952116,3630.2168,0.7,0.671915285451197,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.2015745856353591, ""potencial_h"": 4546.72, ""volume_eur_current"": 916.5032, ""volume_eur_baseline"": 1832.6296000000002, ""recency_days"": 82.0, ""conversion_probability"": 0.671915285451197}",True,False,
ALT-20251229-000377,2025-12-29,38501,Toledo,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€2,750/año en histórico, sin compra 209d",systematic_silent,,declining,Medium,1705.8565327065535,2749.5007811874584,0.9205479452054794,0.673972602739726,delegado,30,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 209.0, ""frequency_recent"": 0, ""frequency_baseline"": 6, ""volume_recent"": 0.0, ""expected_vol_recent"": 432.40940000000006, ""mean_interpurchase_days"": 59.96, ""lifetime_volume"": 11291.7854, ""conversion_probability"": 0.673972602739726}",True,False,
ALT-20251229-000378,2025-12-29,26899,Madrid,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),churn_risk,"Cliente sistemático deteriorándose: €343 vs esperado €1,152",systematic_deterioration,,declining,High,1690.8407648000004,3236.0588800000005,0.95,0.55,delegado,7,"{""pattern"": ""systematic_deterioration"", ""trend"": ""declining"", ""recency_days"": 11.0, ""frequency_recent"": 1, ""frequency_baseline"": 7, ""volume_recent"": 342.63680000000005, ""expected_vol_recent"": 1151.6515200000001, ""mean_interpurchase_days"": 76.52173913043478, ""lifetime_volume"": 10726.1772, ""conversion_probability"": 0.55}",True,False,
ALT-20251229-000379,2025-12-29,1000101134,Granada,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),churn_risk,"Cliente sistemático deteriorándose: €274 vs esperado €1,077",systematic_deterioration,,declining,High,1678.71308,3212.848,0.95,0.55,delegado,7,"{""pattern"": ""systematic_deterioration"", ""trend"": ""declining"", ""recency_days"": 83.0, ""frequency_recent"": 1, ""frequency_baseline"": 5, ""volume_recent"": 274.122, ""expected_vol_recent"": 1077.334, ""mean_interpurchase_days"": 49.57142857142857, ""lifetime_volume"": 3736.7884000000004, ""conversion_probability"": 0.55}",True,False,
ALT-20251229-000380,2025-12-29,1000080887,Soria,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€5,054/año en histórico, sin compra 285d",systematic_silent,,declining,High,1676.696685226895,5053.799002021564,0.7123287671232876,0.4657534246575342,delegado,7,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 285.0, ""frequency_recent"": 0, ""frequency_baseline"": 1, ""volume_recent"": 0.0, ""expected_vol_recent"": 471.6748145454546, ""mean_interpurchase_days"": 67.45454545454545, ""lifetime_volume"": 20547.500600000003, ""conversion_probability"": 0.4657534246575342}",True,False,
ALT-20251229-000381,2025-12-29,1000078481,Barcelona,Productos Técnicos,Categoria T1,Familia T2,Biomateriales (técnicos),silent,"Cliente sistemático silencioso: ~€3,542/año en histórico, sin compra 245d",systematic_silent,,declining,Medium,1675.1178855387661,3542.3425444587633,0.821917808219178,0.5753424657534247,delegado,30,"{""pattern"": ""systematic_silent"", ""trend"": ""declining"", ""recency_days"": 245.0, ""frequency_recent"": 0, ""frequency_baseline"": 5, ""volume_recent"": 0.0, ""expected_vol_recent"": 540.4254000000001, ""mean_interpurchase_days"": 62.08, ""lifetime_volume"": 15062.234600000002, ""conversion_probability"": 0.5753424657534247}",True,False,
ALT-20251229-000382,2025-12-29,10115,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 30% del potencial; €2,393 de demanda desviada a competencia",promiscuous,near_loyal,improving,High,1665.4747768723144,2392.837,0.7,0.9943216697360345,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""improving"", ""share_of_potential"": 0.29829650092081034, ""potencial_h"": 3410.04, ""volume_eur_current"": 1017.2030000000001, ""volume_eur_baseline"": 425.5328, ""recency_days"": 83.0, ""conversion_probability"": 0.9943216697360345}",True,False,
ALT-20251229-000383,2025-12-29,27767,Jaén,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Caída sostenida: €4,052→€1,208",churn_risk_dropping,loyal,declining,High,1664.1946620000003,2844.7772000000004,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.5432203389830509, ""potencial_h"": 2223.12, ""volume_eur_current"": 1207.644, ""volume_eur_baseline"": 4052.4212, ""recency_days"": 214.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000384,2025-12-29,1000077695,Sevilla,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 30% del potencial; €2,403 de demanda desviada a competencia",promiscuous,near_loyal,improving,High,1656.007654898097,2402.8221999999996,0.7,0.9845610804174342,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""improving"", ""share_of_potential"": 0.29536832412523023, ""potencial_h"": 3410.04, ""volume_eur_current"": 1007.2178000000001, ""volume_eur_baseline"": 483.1204000000001, ""recency_days"": 87.0, ""conversion_probability"": 0.9845610804174342}",True,False,
ALT-20251229-000385,2025-12-29,30562,A Coruña,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),churn_risk,"Cliente sistemático deteriorándose: €751 vs esperado €1,542",systematic_deterioration,,declining,High,1653.053314,3163.7383999999997,0.95,0.55,delegado,7,"{""pattern"": ""systematic_deterioration"", ""trend"": ""declining"", ""recency_days"": 68.0, ""frequency_recent"": 1, ""frequency_baseline"": 6, ""volume_recent"": 750.8682, ""expected_vol_recent"": 1541.8028, ""mean_interpurchase_days"": 55.83870967741935, ""lifetime_volume"": 16583.125, ""conversion_probability"": 0.55}",True,False,
ALT-20251229-000386,2025-12-29,1000101021,Valencia,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 29% del potencial; €2,408 de demanda desviada a competencia",promiscuous,near_loyal,declining,High,1650.9208601988948,2408.1288,0.7,0.9793738489871087,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.2938121546961326, ""potencial_h"": 3410.04, ""volume_eur_current"": 1001.9111999999999, ""volume_eur_baseline"": 1524.8782, ""recency_days"": 101.0, ""conversion_probability"": 0.9793738489871087}",True,False,
ALT-20251229-000387,2025-12-29,1000101220,Sevilla,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 29% del potencial; €2,409 de demanda desviada a competencia",promiscuous,near_loyal,stable,High,1650.1953501878454,2408.8824,0.7,0.9786372007366483,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.29359116022099446, ""potencial_h"": 3410.04, ""volume_eur_current"": 1001.1576, ""volume_eur_baseline"": 932.8312000000001, ""recency_days"": 291.0, ""conversion_probability"": 0.9786372007366483}",True,False,
ALT-20251229-000388,2025-12-29,29805,Sevilla,Commodities,Categoria C2,Categoria C2,Bioseguridad,churn_risk,"Caída sostenida: €3,521→€701",churn_risk_dropping,loyal,declining,High,1649.2422960000001,2819.2176000000004,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.6455202312138728, ""potencial_h"": 1086.44, ""volume_eur_current"": 701.319, ""volume_eur_baseline"": 3520.5366000000004, ""recency_days"": 314.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000389,2025-12-29,35568,Barcelona,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 19% del potencial; €3,672 de demanda desviada a competencia",promiscuous,moderate,new,High,1648.9696347794657,3671.5706,0.7,0.6415976058931859,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""moderate"", ""trend"": ""new"", ""share_of_potential"": 0.19247928176795578, ""potencial_h"": 4546.72, ""volume_eur_current"": 875.1494, ""volume_eur_baseline"": 0.0, ""recency_days"": 45.0, ""conversion_probability"": 0.6415976058931859}",True,False,
ALT-20251229-000390,2025-12-29,1000101603,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 29% del potencial; €2,420 de demanda desviada a competencia",promiscuous,near_loyal,stable,High,1639.004283111725,2420.4062,0.7,0.9673726212400247,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.2902117863720074, ""potencial_h"": 3410.04, ""volume_eur_current"": 989.6338000000001, ""volume_eur_baseline"": 930.9158, ""recency_days"": 167.0, ""conversion_probability"": 0.9673726212400247}",True,False,
ALT-20251229-000391,2025-12-29,1000080780,Asturias,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 29% del potencial; €2,429 de demanda desviada a competencia",promiscuous,near_loyal,declining,High,1630.7483502148557,2428.79,0.7,0.9591774094536526,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.2877532228360958, ""potencial_h"": 3410.04, ""volume_eur_current"": 981.25, ""volume_eur_baseline"": 1505.0648, ""recency_days"": 186.0, ""conversion_probability"": 0.9591774094536526}",True,False,
ALT-20251229-000392,2025-12-29,21125,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 29% del potencial; €2,435 de demanda desviada a competencia",promiscuous,near_loyal,stable,High,1624.124568596685,2435.4467999999997,0.7,0.9526703499079191,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.2858011049723757, ""potencial_h"": 3410.04, ""volume_eur_current"": 974.5932, ""volume_eur_baseline"": 1185.4756, ""recency_days"": 19.0, ""conversion_probability"": 0.9526703499079191}",True,False,
ALT-20251229-000393,2025-12-29,37409,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 28% del potencial; €2,444 de demanda desviada a competencia",promiscuous,near_loyal,stable,High,1615.6643222222222,2443.862,0.7,0.9444444444444444,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.2833333333333333, ""potencial_h"": 3410.04, ""volume_eur_current"": 966.178, ""volume_eur_baseline"": 1044.2384, ""recency_days"": 262.0, ""conversion_probability"": 0.9444444444444444}",True,False,
ALT-20251229-000394,2025-12-29,1000077215,Valencia,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 28% del potencial; €2,446 de demanda desviada a competencia",promiscuous,near_loyal,new,High,1613.2156577955802,2446.2798,0.7,0.9420810313075508,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""new"", ""share_of_potential"": 0.28262430939226524, ""potencial_h"": 3410.04, ""volume_eur_current"": 963.7602, ""volume_eur_baseline"": 0.0, ""recency_days"": 314.0, ""conversion_probability"": 0.9420810313075508}",True,False,
ALT-20251229-000395,2025-12-29,27037,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 28% del potencial; €2,448 de demanda desviada a competencia",promiscuous,near_loyal,declining,High,1611.493640160221,2447.9754000000003,0.7,0.9404235727440147,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.2821270718232044, ""potencial_h"": 3410.04, ""volume_eur_current"": 962.0645999999999, ""volume_eur_baseline"": 1334.3116, ""recency_days"": 31.0, ""conversion_probability"": 0.9404235727440147}",True,False,
ALT-20251229-000396,2025-12-29,34833,Tarragona,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),opportunity_spike,"Pico anómalo: €12,063 vs esperado €4,043 — investigar oportunidad",occasional_spike,,improving,Medium,1603.8994400000001,8019.4972,0.4,0.5,delegado,30,"{""pattern"": ""occasional_spike"", ""trend"": ""improving"", ""recency_days"": 19.0, ""frequency_recent"": 2, ""frequency_baseline"": 0, ""volume_recent"": 12062.5612, ""expected_vol_recent"": 4043.064, ""mean_interpurchase_days"": 193.88888888888889, ""lifetime_volume"": 47318.229999999996, ""conversion_probability"": 0.5}",True,False,
ALT-20251229-000397,2025-12-29,1000078252,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,churn_risk,"Caída sostenida: €5,132→€2,392",churn_risk_dropping,loyal,declining,High,1603.0442610000002,2740.2466000000004,0.9,0.65,delegado,7,"{""segment"": ""churn_risk_dropping"", ""loyalty_tier"": ""loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.7013996316758748, ""potencial_h"": 3410.04, ""volume_eur_current"": 2391.8008, ""volume_eur_baseline"": 5132.0474, ""recency_days"": 87.0, ""conversion_probability"": 0.65}",True,False,
ALT-20251229-000398,2025-12-29,1000101167,Alicante,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 28% del potencial; €2,460 de demanda desviada a competencia",promiscuous,near_loyal,stable,High,1599.232036441989,2459.9388,0.7,0.9287292817679559,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""stable"", ""share_of_potential"": 0.27861878453038674, ""potencial_h"": 3410.04, ""volume_eur_current"": 950.1012000000001, ""volume_eur_baseline"": 963.7602, ""recency_days"": 257.0, ""conversion_probability"": 0.9287292817679559}",True,False,
ALT-20251229-000399,2025-12-29,1000082742,Sta.Cruz Tenerife,Commodities,Categoria C2,Categoria C2,Bioseguridad,capture_window,"Cliente promiscuo: capturado 29% del potencial; €2,372 de demanda desviada a competencia",promiscuous,near_loyal,improving,High,1598.2032032542375,2371.5792,0.7,0.9627118644067797,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""improving"", ""share_of_potential"": 0.2888135593220339, ""potencial_h"": 3334.6800000000003, ""volume_eur_current"": 963.1008, ""volume_eur_baseline"": 463.02440000000007, ""recency_days"": 350.0, ""conversion_probability"": 0.9627118644067797}",True,False,
ALT-20251229-000400,2025-12-29,1000077725,Sevilla,Productos Técnicos,Categoria T1,Familia T1,Biomateriales (técnicos),silent,"Cliente ocasional sin compra reciente: €10,639 en período baseline",occasional_silent,,declining,Medium,1595.82336,10638.822400000001,0.5,0.3,televenta,30,"{""pattern"": ""occasional_silent"", ""trend"": ""declining"", ""recency_days"": 172.0, ""frequency_recent"": 0, ""frequency_baseline"": 5, ""volume_recent"": 0.0, ""expected_vol_recent"": 3368.8746, ""mean_interpurchase_days"": 90.38888888888889, ""lifetime_volume"": 26456.4154, ""conversion_probability"": 0.3}",True,False,
ALT-20251229-000401,2025-12-29,1000079027,Madrid,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 28% del potencial; €2,465 de demanda desviada a competencia",promiscuous,near_loyal,declining,High,1593.8611141491713,2465.1198,0.7,0.9236648250460405,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""declining"", ""share_of_potential"": 0.27709944751381216, ""potencial_h"": 3410.04, ""volume_eur_current"": 944.9202, ""volume_eur_baseline"": 1376.0736000000002, ""recency_days"": 210.0, ""conversion_probability"": 0.9236648250460405}",True,False,
ALT-20251229-000402,2025-12-29,6184,Valencia,Commodities,Categoria C1,Categoria C1,Anestesia,capture_window,"Cliente promiscuo: capturado 28% del potencial; €2,465 de demanda desviada a competencia",promiscuous,near_loyal,improving,High,1593.8284511135669,2465.1512000000002,0.7,0.923634131368938,delegado,7,"{""segment"": ""promiscuous"", ""loyalty_tier"": ""near_loyal"", ""trend"": ""improving"", ""share_of_potential"": 0.2770902394106814, ""potencial_h"": 3410.04, ""volume_eur_current"": 944.8888, ""volume_eur_baseline"": 602.0322, ""recency_days"": 165.0, ""conversion_probability"": 0.923634131368938}",True,False,
